customerid,Recency,Frequency,Monetary,R,F,M,RFM,Segment
551582,62,0.21,15448.63,2,2,1,221,At Risk
551596,62,0.21,15448.63,2,2,1,221,At Risk
551683,62,0.21,15448.63,2,2,1,221,At Risk
551703,62,0.21,15448.63,2,2,1,221,At Risk
398179,31,0.18,15450.61,3,1,1,311,Promising
398304,31,0.18,15450.61,3,1,1,311,Promising
398352,31,0.18,15450.61,3,1,1,311,Promising
398403,31,0.18,15450.61,3,1,1,311,Promising
398621,31,0.18,15450.61,3,1,1,311,Promising
398151,92,0.18,15450.61,1,1,1,111,At Risk
398312,92,0.18,15450.61,1,1,1,111,At Risk
398414,92,0.18,15450.61,1,1,1,111,At Risk
398429,92,0.18,15450.61,1,1,1,111,At Risk
398541,92,0.18,15450.61,1,1,1,111,At Risk
398642,92,0.18,15450.61,1,1,1,111,At Risk
398682,92,0.18,15450.61,1,1,1,111,At Risk
398259,62,0.18,15450.61,2,1,1,211,At Risk
398449,62,0.18,15450.61,2,1,1,211,At Risk
398658,62,0.18,15450.61,2,1,1,211,At Risk
398715,62,0.18,15450.61,2,1,1,211,At Risk
332696,92,0.17,15451.44,1,1,1,111,At Risk
404644,92,0.18,15452.92,1,1,1,111,At Risk
228721,92,0.15,15453.08,1,1,1,111,At Risk
228683,62,0.15,15453.08,2,1,1,211,At Risk
161701,92,0.15,15453.68,1,1,1,111,At Risk
161813,62,0.15,15453.68,2,1,1,211,At Risk
794186,31,0.24,15455.95,3,3,1,331,Potential Loyalists
665194,92,0.22,15456.63,1,2,1,121,At Risk
665223,92,0.22,15456.63,1,2,1,121,At Risk
551743,92,0.21,15457.22,1,2,1,121,At Risk
551757,92,0.21,15457.22,1,2,1,121,At Risk
551761,92,0.21,15457.22,1,2,1,121,At Risk
551811,92,0.21,15457.22,1,2,1,121,At Risk
551845,92,0.21,15457.22,1,2,1,121,At Risk
551868,92,0.21,15457.22,1,2,1,121,At Risk
551899,92,0.21,15457.22,1,2,1,121,At Risk
551927,92,0.21,15457.22,1,2,1,121,At Risk
551952,92,0.21,15457.22,1,2,1,121,At Risk
551960,92,0.21,15457.22,1,2,1,121,At Risk
552006,92,0.21,15457.22,1,2,1,121,At Risk
552035,92,0.21,15457.22,1,2,1,121,At Risk
552044,92,0.21,15457.22,1,2,1,121,At Risk
552053,92,0.21,15457.22,1,2,1,121,At Risk
552099,92,0.21,15457.22,1,2,1,121,At Risk
552106,92,0.21,15457.22,1,2,1,121,At Risk
552113,92,0.21,15457.22,1,2,1,121,At Risk
552155,92,0.21,15457.22,1,2,1,121,At Risk
552446,92,0.21,15457.22,1,2,1,121,At Risk
552498,92,0.21,15457.22,1,2,1,121,At Risk
551739,31,0.21,15457.22,3,2,1,321,Promising
551846,31,0.21,15457.22,3,2,1,321,Promising
551906,31,0.21,15457.22,3,2,1,321,Promising
551915,31,0.21,15457.22,3,2,1,321,Promising
552013,31,0.21,15457.22,3,2,1,321,Promising
552057,31,0.21,15457.22,3,2,1,321,Promising
552064,31,0.21,15457.22,3,2,1,321,Promising
552086,31,0.21,15457.22,3,2,1,321,Promising
552115,31,0.21,15457.22,3,2,1,321,Promising
552160,31,0.21,15457.22,3,2,1,321,Promising
552165,31,0.21,15457.22,3,2,1,321,Promising
552183,31,0.21,15457.22,3,2,1,321,Promising
552222,31,0.21,15457.22,3,2,1,321,Promising
552333,31,0.21,15457.22,3,2,1,321,Promising
552491,31,0.21,15457.22,3,2,1,321,Promising
551763,62,0.21,15457.22,2,2,1,221,At Risk
551785,62,0.21,15457.22,2,2,1,221,At Risk
551805,62,0.21,15457.22,2,2,1,221,At Risk
551855,62,0.21,15457.22,2,2,1,221,At Risk
551884,62,0.21,15457.22,2,2,1,221,At Risk
551971,62,0.21,15457.22,2,2,1,221,At Risk
551972,62,0.21,15457.22,2,2,1,221,At Risk
551993,62,0.21,15457.22,2,2,1,221,At Risk
552040,62,0.21,15457.22,2,2,1,221,At Risk
552161,62,0.21,15457.22,2,2,1,221,At Risk
552162,62,0.21,15457.22,2,2,1,221,At Risk
552190,62,0.21,15457.22,2,2,1,221,At Risk
552202,62,0.21,15457.22,2,2,1,221,At Risk
552392,62,0.21,15457.22,2,2,1,221,At Risk
552430,62,0.21,15457.22,2,2,1,221,At Risk
552458,62,0.21,15457.22,2,2,1,221,At Risk
398948,31,0.18,15458.48,3,1,1,311,Promising
399079,31,0.18,15458.48,3,1,1,311,Promising
399176,31,0.18,15458.48,3,1,1,311,Promising
399259,31,0.18,15458.48,3,1,1,311,Promising
398907,92,0.18,15458.48,1,1,1,111,At Risk
398985,92,0.18,15458.48,1,1,1,111,At Risk
399083,92,0.18,15458.48,1,1,1,111,At Risk
399178,92,0.18,15458.48,1,1,1,111,At Risk
399179,92,0.18,15458.48,1,1,1,111,At Risk
399221,92,0.18,15458.48,1,1,1,111,At Risk
399112,62,0.18,15458.48,2,1,1,211,At Risk
399214,62,0.18,15458.48,2,1,1,211,At Risk
399273,62,0.18,15458.48,2,1,1,211,At Risk
292669,92,0.16,15459.22,1,1,1,111,At Risk
292682,92,0.16,15459.22,1,1,1,111,At Risk
228908,31,0.15,15459.53,3,1,1,311,Promising
162286,62,0.15,15459.82,2,1,1,211,At Risk
292994,62,0.16,15466.02,2,1,1,211,At Risk
293141,92,0.16,15466.02,1,1,1,111,At Risk
293171,31,0.16,15466.02,3,1,1,311,Promising
399316,62,0.18,15466.07,2,1,1,211,At Risk
399413,62,0.18,15466.07,2,1,1,211,At Risk
399434,62,0.18,15466.07,2,1,1,211,At Risk
399567,62,0.18,15466.07,2,1,1,211,At Risk
399459,31,0.18,15466.07,3,1,1,311,Promising
399466,31,0.18,15466.07,3,1,1,311,Promising
399495,31,0.18,15466.07,3,1,1,311,Promising
471419,92,0.19,15466.11,1,2,1,121,At Risk
471573,92,0.19,15466.11,1,2,1,121,At Risk
471484,31,0.19,15466.11,3,2,1,321,Promising
471270,62,0.19,15466.11,2,2,1,221,At Risk
552722,62,0.21,15466.15,2,2,1,221,At Risk
552815,62,0.21,15466.15,2,2,1,221,At Risk
552894,62,0.21,15466.15,2,2,1,221,At Risk
552898,62,0.21,15466.15,2,2,1,221,At Risk
553143,62,0.21,15466.15,2,2,1,221,At Risk
553254,62,0.21,15466.15,2,2,1,221,At Risk
553305,62,0.21,15466.15,2,2,1,221,At Risk
553340,62,0.21,15466.15,2,2,1,221,At Risk
553343,62,0.21,15466.15,2,2,1,221,At Risk
553358,62,0.21,15466.15,2,2,1,221,At Risk
552711,92,0.21,15466.15,1,2,1,121,At Risk
552781,92,0.21,15466.15,1,2,1,121,At Risk
552785,92,0.21,15466.15,1,2,1,121,At Risk
552790,92,0.21,15466.15,1,2,1,121,At Risk
552890,92,0.21,15466.15,1,2,1,121,At Risk
552892,92,0.21,15466.15,1,2,1,121,At Risk
552897,92,0.21,15466.15,1,2,1,121,At Risk
552951,92,0.21,15466.15,1,2,1,121,At Risk
552966,92,0.21,15466.15,1,2,1,121,At Risk
552989,92,0.21,15466.15,1,2,1,121,At Risk
553001,92,0.21,15466.15,1,2,1,121,At Risk
553008,92,0.21,15466.15,1,2,1,121,At Risk
553216,92,0.21,15466.15,1,2,1,121,At Risk
553332,92,0.21,15466.15,1,2,1,121,At Risk
553346,92,0.21,15466.15,1,2,1,121,At Risk
552573,31,0.21,15466.15,3,2,1,321,Promising
552731,31,0.21,15466.15,3,2,1,321,Promising
552749,31,0.21,15466.15,3,2,1,321,Promising
552773,31,0.21,15466.15,3,2,1,321,Promising
552870,31,0.21,15466.15,3,2,1,321,Promising
553041,31,0.21,15466.15,3,2,1,321,Promising
553083,31,0.21,15466.15,3,2,1,321,Promising
553103,31,0.21,15466.15,3,2,1,321,Promising
553160,31,0.21,15466.15,3,2,1,321,Promising
553214,31,0.21,15466.15,3,2,1,321,Promising
553239,31,0.21,15466.15,3,2,1,321,Promising
553360,31,0.21,15466.15,3,2,1,321,Promising
665829,92,0.22,15466.2,1,2,1,121,At Risk
665854,92,0.22,15466.2,1,2,1,121,At Risk
666051,92,0.22,15466.2,1,2,1,121,At Risk
666087,92,0.22,15466.2,1,2,1,121,At Risk
665627,62,0.22,15466.2,2,2,1,221,At Risk
665959,62,0.22,15466.2,2,2,1,221,At Risk
666021,62,0.22,15466.2,2,2,1,221,At Risk
665394,31,0.22,15466.2,3,2,1,321,Promising
665502,31,0.22,15466.2,3,2,1,321,Promising
665548,31,0.22,15466.2,3,2,1,321,Promising
665672,31,0.22,15466.2,3,2,1,321,Promising
665754,31,0.22,15466.2,3,2,1,321,Promising
162707,31,0.15,15466.2,3,1,1,311,Promising
162818,31,0.15,15466.2,3,1,1,311,Promising
162716,92,0.15,15466.2,1,1,1,111,At Risk
162886,92,0.15,15466.2,1,1,1,111,At Risk
162915,92,0.15,15466.2,1,1,1,111,At Risk
162643,62,0.15,15466.2,2,1,1,211,At Risk
162744,62,0.15,15466.2,2,1,1,211,At Risk
241288,31,0.16,15469.67,3,1,1,311,Promising
163264,31,0.15,15472.35,3,1,1,311,Promising
163273,31,0.15,15472.35,3,1,1,311,Promising
293360,92,0.16,15473.07,1,1,1,111,At Risk
293413,92,0.16,15473.07,1,1,1,111,At Risk
293620,31,0.16,15473.07,3,1,1,311,Promising
399710,62,0.18,15473.68,2,1,1,211,At Risk
400150,62,0.18,15473.68,2,1,1,211,At Risk
399771,31,0.18,15473.68,3,1,1,311,Promising
400173,31,0.18,15473.68,3,1,1,311,Promising
399647,92,0.18,15473.68,1,1,1,111,At Risk
399674,92,0.18,15473.68,1,1,1,111,At Risk
399731,92,0.18,15473.68,1,1,1,111,At Risk
399824,92,0.18,15473.68,1,1,1,111,At Risk
400156,92,0.18,15473.68,1,1,1,111,At Risk
472357,92,0.19,15474.19,1,2,1,121,At Risk
472165,62,0.19,15474.19,2,2,1,221,At Risk
553372,62,0.21,15474.77,2,2,1,221,At Risk
553494,62,0.21,15474.77,2,2,1,221,At Risk
553523,62,0.21,15474.77,2,2,1,221,At Risk
553543,62,0.21,15474.77,2,2,1,221,At Risk
553627,62,0.21,15474.77,2,2,1,221,At Risk
553640,62,0.21,15474.77,2,2,1,221,At Risk
553684,62,0.21,15474.77,2,2,1,221,At Risk
553690,62,0.21,15474.77,2,2,1,221,At Risk
553731,62,0.21,15474.77,2,2,1,221,At Risk
553751,62,0.21,15474.77,2,2,1,221,At Risk
553760,62,0.21,15474.77,2,2,1,221,At Risk
553792,62,0.21,15474.77,2,2,1,221,At Risk
553811,62,0.21,15474.77,2,2,1,221,At Risk
553821,62,0.21,15474.77,2,2,1,221,At Risk
554181,62,0.21,15474.77,2,2,1,221,At Risk
553410,92,0.21,15474.77,1,2,1,121,At Risk
553421,92,0.21,15474.77,1,2,1,121,At Risk
553432,92,0.21,15474.77,1,2,1,121,At Risk
553438,92,0.21,15474.77,1,2,1,121,At Risk
553586,92,0.21,15474.77,1,2,1,121,At Risk
553646,92,0.21,15474.77,1,2,1,121,At Risk
553674,92,0.21,15474.77,1,2,1,121,At Risk
553794,92,0.21,15474.77,1,2,1,121,At Risk
553814,92,0.21,15474.77,1,2,1,121,At Risk
553823,92,0.21,15474.77,1,2,1,121,At Risk
554004,92,0.21,15474.77,1,2,1,121,At Risk
554025,92,0.21,15474.77,1,2,1,121,At Risk
554032,92,0.21,15474.77,1,2,1,121,At Risk
554040,92,0.21,15474.77,1,2,1,121,At Risk
554069,92,0.21,15474.77,1,2,1,121,At Risk
554082,92,0.21,15474.77,1,2,1,121,At Risk
554166,92,0.21,15474.77,1,2,1,121,At Risk
553382,31,0.21,15474.77,3,2,1,321,Promising
553448,31,0.21,15474.77,3,2,1,321,Promising
553526,31,0.21,15474.77,3,2,1,321,Promising
553637,31,0.21,15474.77,3,2,1,321,Promising
553666,31,0.21,15474.77,3,2,1,321,Promising
553745,31,0.21,15474.77,3,2,1,321,Promising
553764,31,0.21,15474.77,3,2,1,321,Promising
553787,31,0.21,15474.77,3,2,1,321,Promising
554173,31,0.21,15474.77,3,2,1,321,Promising
554191,31,0.21,15474.77,3,2,1,321,Promising
916848,31,0.25,15475.29,3,3,1,331,Potential Loyalists
666277,92,0.22,15475.43,1,2,1,121,At Risk
666515,92,0.22,15475.43,1,2,1,121,At Risk
666749,62,0.22,15475.43,2,2,1,221,At Risk
666302,31,0.22,15475.43,3,2,1,321,Promising
666391,31,0.22,15475.43,3,2,1,321,Promising
666419,31,0.22,15475.43,3,2,1,321,Promising
666627,31,0.22,15475.43,3,2,1,321,Promising
666965,31,0.22,15475.43,3,2,1,321,Promising
163909,92,0.15,15478.51,1,1,1,111,At Risk
164113,92,0.15,15478.51,1,1,1,111,At Risk
230554,31,0.15,15479.16,3,1,1,311,Promising
230599,92,0.15,15479.16,1,1,1,111,At Risk
293829,31,0.16,15479.88,3,1,1,311,Promising
293899,31,0.16,15479.88,3,1,1,311,Promising
108856,92,0.14,15481.37,1,1,1,111,At Risk
400238,62,0.18,15481.57,2,1,1,211,At Risk
400368,62,0.18,15481.57,2,1,1,211,At Risk
400529,62,0.18,15481.57,2,1,1,211,At Risk
400648,62,0.18,15481.57,2,1,1,211,At Risk
400687,62,0.18,15481.57,2,1,1,211,At Risk
400469,31,0.18,15481.57,3,1,1,311,Promising
400562,31,0.18,15481.57,3,1,1,311,Promising
400594,31,0.18,15481.57,3,1,1,311,Promising
400680,31,0.18,15481.57,3,1,1,311,Promising
400705,31,0.18,15481.57,3,1,1,311,Promising
400759,31,0.18,15481.57,3,1,1,311,Promising
400213,92,0.18,15481.57,1,1,1,111,At Risk
400500,92,0.18,15481.57,1,1,1,111,At Risk
400726,92,0.18,15481.57,1,1,1,111,At Risk
554219,62,0.21,15483.71,2,2,1,221,At Risk
554238,62,0.21,15483.71,2,2,1,221,At Risk
554468,62,0.21,15483.71,2,2,1,221,At Risk
554478,62,0.21,15483.71,2,2,1,221,At Risk
554677,62,0.21,15483.71,2,2,1,221,At Risk
554240,92,0.21,15483.71,1,2,1,121,At Risk
554266,92,0.21,15483.71,1,2,1,121,At Risk
554313,92,0.21,15483.71,1,2,1,121,At Risk
554499,92,0.21,15483.71,1,2,1,121,At Risk
554502,92,0.21,15483.71,1,2,1,121,At Risk
554537,92,0.21,15483.71,1,2,1,121,At Risk
554546,92,0.21,15483.71,1,2,1,121,At Risk
554564,92,0.21,15483.71,1,2,1,121,At Risk
554675,92,0.21,15483.71,1,2,1,121,At Risk
554213,31,0.21,15483.71,3,2,1,321,Promising
554216,31,0.21,15483.71,3,2,1,321,Promising
554241,31,0.21,15483.71,3,2,1,321,Promising
554270,31,0.21,15483.71,3,2,1,321,Promising
554310,31,0.21,15483.71,3,2,1,321,Promising
554432,31,0.21,15483.71,3,2,1,321,Promising
554529,31,0.21,15483.71,3,2,1,321,Promising
554570,31,0.21,15483.71,3,2,1,321,Promising
554579,31,0.21,15483.71,3,2,1,321,Promising
554636,31,0.21,15483.71,3,2,1,321,Promising
988922,92,0.27,15484.86,1,4,1,141,Need Attention
164239,31,0.15,15484.9,3,1,1,311,Promising
164251,31,0.15,15484.9,3,1,1,311,Promising
164392,31,0.15,15484.9,3,1,1,311,Promising
164248,62,0.15,15484.9,2,1,1,211,At Risk
667558,92,0.22,15485.01,1,2,1,121,At Risk
667581,92,0.22,15485.01,1,2,1,121,At Risk
667840,92,0.22,15485.01,1,2,1,121,At Risk
668085,92,0.22,15485.01,1,2,1,121,At Risk
667138,62,0.22,15485.01,2,2,1,221,At Risk
667328,62,0.22,15485.01,2,2,1,221,At Risk
667448,62,0.22,15485.01,2,2,1,221,At Risk
667740,62,0.22,15485.01,2,2,1,221,At Risk
667785,62,0.22,15485.01,2,2,1,221,At Risk
668033,62,0.22,15485.01,2,2,1,221,At Risk
667430,31,0.22,15485.01,3,2,1,321,Promising
667878,31,0.22,15485.01,3,2,1,321,Promising
668068,31,0.22,15485.01,3,2,1,321,Promising
294102,62,0.16,15486.94,2,1,1,211,At Risk
294125,92,0.16,15486.94,1,1,1,111,At Risk
294136,92,0.16,15486.94,1,1,1,111,At Risk
294015,31,0.16,15486.94,3,1,1,311,Promising
294148,31,0.16,15486.94,3,1,1,311,Promising
400905,62,0.18,15489.18,2,1,1,211,At Risk
401321,62,0.18,15489.18,2,1,1,211,At Risk
401331,62,0.18,15489.18,2,1,1,211,At Risk
400969,31,0.18,15489.18,3,1,1,311,Promising
401075,31,0.18,15489.18,3,1,1,311,Promising
400837,92,0.18,15489.18,1,1,1,111,At Risk
400986,92,0.18,15489.18,1,1,1,111,At Risk
401027,92,0.18,15489.18,1,1,1,111,At Risk
401135,92,0.18,15489.18,1,1,1,111,At Risk
401273,92,0.18,15489.18,1,1,1,111,At Risk
401316,92,0.18,15489.18,1,1,1,111,At Risk
164696,92,0.15,15491.07,1,1,1,111,At Risk
231752,92,0.15,15492.35,1,1,1,111,At Risk
554784,62,0.21,15492.35,2,2,1,221,At Risk
554787,62,0.21,15492.35,2,2,1,221,At Risk
554923,62,0.21,15492.35,2,2,1,221,At Risk
554954,62,0.21,15492.35,2,2,1,221,At Risk
554969,62,0.21,15492.35,2,2,1,221,At Risk
555065,62,0.21,15492.35,2,2,1,221,At Risk
555201,62,0.21,15492.35,2,2,1,221,At Risk
555233,62,0.21,15492.35,2,2,1,221,At Risk
555349,62,0.21,15492.35,2,2,1,221,At Risk
555352,62,0.21,15492.35,2,2,1,221,At Risk
555460,62,0.21,15492.35,2,2,1,221,At Risk
555512,62,0.21,15492.35,2,2,1,221,At Risk
555531,62,0.21,15492.35,2,2,1,221,At Risk
555581,62,0.21,15492.35,2,2,1,221,At Risk
555682,62,0.21,15492.35,2,2,1,221,At Risk
555692,62,0.21,15492.35,2,2,1,221,At Risk
555700,62,0.21,15492.35,2,2,1,221,At Risk
554865,92,0.21,15492.35,1,2,1,121,At Risk
554967,92,0.21,15492.35,1,2,1,121,At Risk
555005,92,0.21,15492.35,1,2,1,121,At Risk
555064,92,0.21,15492.35,1,2,1,121,At Risk
555150,92,0.21,15492.35,1,2,1,121,At Risk
555204,92,0.21,15492.35,1,2,1,121,At Risk
555283,92,0.21,15492.35,1,2,1,121,At Risk
555307,92,0.21,15492.35,1,2,1,121,At Risk
555362,92,0.21,15492.35,1,2,1,121,At Risk
555454,92,0.21,15492.35,1,2,1,121,At Risk
555561,92,0.21,15492.35,1,2,1,121,At Risk
555612,92,0.21,15492.35,1,2,1,121,At Risk
555620,92,0.21,15492.35,1,2,1,121,At Risk
555684,92,0.21,15492.35,1,2,1,121,At Risk
555742,92,0.21,15492.35,1,2,1,121,At Risk
554779,31,0.21,15492.35,3,2,1,321,Promising
554798,31,0.21,15492.35,3,2,1,321,Promising
554886,31,0.21,15492.35,3,2,1,321,Promising
554899,31,0.21,15492.35,3,2,1,321,Promising
554988,31,0.21,15492.35,3,2,1,321,Promising
555025,31,0.21,15492.35,3,2,1,321,Promising
555197,31,0.21,15492.35,3,2,1,321,Promising
555496,31,0.21,15492.35,3,2,1,321,Promising
555563,31,0.21,15492.35,3,2,1,321,Promising
555594,31,0.21,15492.35,3,2,1,321,Promising
555645,31,0.21,15492.35,3,2,1,321,Promising
294349,62,0.16,15493.76,2,1,1,211,At Risk
294371,62,0.16,15493.76,2,1,1,211,At Risk
294517,62,0.16,15493.76,2,1,1,211,At Risk
294383,92,0.16,15493.76,1,1,1,111,At Risk
294633,92,0.16,15493.76,1,1,1,111,At Risk
354246,6,0.35,15493.87,4,4,1,441,Potential Loyalists
668345,92,0.22,15494.27,1,2,1,121,At Risk
668623,92,0.22,15494.27,1,2,1,121,At Risk
668693,92,0.22,15494.27,1,2,1,121,At Risk
668282,62,0.22,15494.27,2,2,1,221,At Risk
668593,31,0.22,15494.27,3,2,1,321,Promising
401540,62,0.18,15497.09,2,1,1,211,At Risk
401600,62,0.18,15497.09,2,1,1,211,At Risk
401625,31,0.18,15497.09,3,1,1,311,Promising
401804,31,0.18,15497.09,3,1,1,311,Promising
401909,31,0.18,15497.09,3,1,1,311,Promising
401403,92,0.18,15497.09,1,1,1,111,At Risk
401524,92,0.18,15497.09,1,1,1,111,At Risk
401545,92,0.18,15497.09,1,1,1,111,At Risk
401574,92,0.18,15497.09,1,1,1,111,At Risk
401578,92,0.18,15497.09,1,1,1,111,At Risk
401612,92,0.18,15497.09,1,1,1,111,At Risk
401660,92,0.18,15497.09,1,1,1,111,At Risk
401792,92,0.18,15497.09,1,1,1,111,At Risk
401881,92,0.18,15497.09,1,1,1,111,At Risk
164929,31,0.15,15497.47,3,1,1,311,Promising
165303,31,0.15,15497.47,3,1,1,311,Promising
165434,31,0.15,15497.47,3,1,1,311,Promising
165133,92,0.15,15497.47,1,1,1,111,At Risk
165290,92,0.15,15497.47,1,1,1,111,At Risk
165401,92,0.15,15497.47,1,1,1,111,At Risk
165413,92,0.15,15497.47,1,1,1,111,At Risk
165310,62,0.15,15497.47,2,1,1,211,At Risk
474484,92,0.19,15499.07,1,2,1,121,At Risk
473958,31,0.19,15499.07,3,2,1,321,Promising
294755,62,0.16,15500.59,2,1,1,211,At Risk
294772,92,0.16,15500.59,1,1,1,111,At Risk
555824,92,0.21,15500.99,1,2,1,121,At Risk
555839,92,0.21,15500.99,1,2,1,121,At Risk
555853,92,0.21,15500.99,1,2,1,121,At Risk
555889,92,0.21,15500.99,1,2,1,121,At Risk
555912,92,0.21,15500.99,1,2,1,121,At Risk
555941,92,0.21,15500.99,1,2,1,121,At Risk
555969,92,0.21,15500.99,1,2,1,121,At Risk
556099,92,0.21,15500.99,1,2,1,121,At Risk
556130,92,0.21,15500.99,1,2,1,121,At Risk
556174,92,0.21,15500.99,1,2,1,121,At Risk
556238,92,0.21,15500.99,1,2,1,121,At Risk
556288,92,0.21,15500.99,1,2,1,121,At Risk
556389,92,0.21,15500.99,1,2,1,121,At Risk
556393,92,0.21,15500.99,1,2,1,121,At Risk
556428,92,0.21,15500.99,1,2,1,121,At Risk
556468,92,0.21,15500.99,1,2,1,121,At Risk
556493,92,0.21,15500.99,1,2,1,121,At Risk
556497,92,0.21,15500.99,1,2,1,121,At Risk
556547,92,0.21,15500.99,1,2,1,121,At Risk
556589,92,0.21,15500.99,1,2,1,121,At Risk
556608,92,0.21,15500.99,1,2,1,121,At Risk
556676,92,0.21,15500.99,1,2,1,121,At Risk
555775,31,0.21,15500.99,3,2,1,321,Promising
555793,31,0.21,15500.99,3,2,1,321,Promising
555821,31,0.21,15500.99,3,2,1,321,Promising
555822,31,0.21,15500.99,3,2,1,321,Promising
555854,31,0.21,15500.99,3,2,1,321,Promising
555881,31,0.21,15500.99,3,2,1,321,Promising
555904,31,0.21,15500.99,3,2,1,321,Promising
555919,31,0.21,15500.99,3,2,1,321,Promising
555932,31,0.21,15500.99,3,2,1,321,Promising
555974,31,0.21,15500.99,3,2,1,321,Promising
555983,31,0.21,15500.99,3,2,1,321,Promising
556178,31,0.21,15500.99,3,2,1,321,Promising
556192,31,0.21,15500.99,3,2,1,321,Promising
556197,31,0.21,15500.99,3,2,1,321,Promising
556343,31,0.21,15500.99,3,2,1,321,Promising
556442,31,0.21,15500.99,3,2,1,321,Promising
556519,31,0.21,15500.99,3,2,1,321,Promising
556548,31,0.21,15500.99,3,2,1,321,Promising
556577,31,0.21,15500.99,3,2,1,321,Promising
556587,31,0.21,15500.99,3,2,1,321,Promising
556637,31,0.21,15500.99,3,2,1,321,Promising
556665,31,0.21,15500.99,3,2,1,321,Promising
556679,31,0.21,15500.99,3,2,1,321,Promising
555808,62,0.21,15500.99,2,2,1,221,At Risk
555938,62,0.21,15500.99,2,2,1,221,At Risk
555947,62,0.21,15500.99,2,2,1,221,At Risk
555966,62,0.21,15500.99,2,2,1,221,At Risk
555970,62,0.21,15500.99,2,2,1,221,At Risk
555978,62,0.21,15500.99,2,2,1,221,At Risk
556067,62,0.21,15500.99,2,2,1,221,At Risk
556068,62,0.21,15500.99,2,2,1,221,At Risk
556186,62,0.21,15500.99,2,2,1,221,At Risk
556267,62,0.21,15500.99,2,2,1,221,At Risk
556434,62,0.21,15500.99,2,2,1,221,At Risk
556444,62,0.21,15500.99,2,2,1,221,At Risk
556523,62,0.21,15500.99,2,2,1,221,At Risk
556555,62,0.21,15500.99,2,2,1,221,At Risk
668958,92,0.22,15503.53,1,2,1,121,At Risk
668983,92,0.22,15503.53,1,2,1,121,At Risk
669069,92,0.22,15503.53,1,2,1,121,At Risk
669160,92,0.22,15503.53,1,2,1,121,At Risk
669031,62,0.22,15503.53,2,2,1,221,At Risk
669593,62,0.22,15503.53,2,2,1,221,At Risk
669339,31,0.22,15503.53,3,2,1,321,Promising
165642,31,0.15,15503.65,3,1,1,311,Promising
165607,62,0.15,15503.65,2,1,1,211,At Risk
402198,62,0.18,15504.72,2,1,1,211,At Risk
402253,62,0.18,15504.72,2,1,1,211,At Risk
402387,31,0.18,15504.72,3,1,1,311,Promising
402448,31,0.18,15504.72,3,1,1,311,Promising
401954,92,0.18,15504.72,1,1,1,111,At Risk
401960,92,0.18,15504.72,1,1,1,111,At Risk
402022,92,0.18,15504.72,1,1,1,111,At Risk
402039,92,0.18,15504.72,1,1,1,111,At Risk
402260,92,0.18,15504.72,1,1,1,111,At Risk
402418,92,0.18,15504.72,1,1,1,111,At Risk
402510,92,0.18,15504.72,1,1,1,111,At Risk
402534,92,0.18,15504.72,1,1,1,111,At Risk
802405,62,0.24,15506.47,2,3,1,231,Need Attention
475040,92,0.19,15507.18,1,2,1,121,At Risk
295104,92,0.16,15507.67,1,1,1,111,At Risk
295092,31,0.16,15507.67,3,1,1,311,Promising
295106,31,0.16,15507.67,3,1,1,311,Promising
295142,31,0.16,15507.67,3,1,1,311,Promising
166170,31,0.15,15509.83,3,1,1,311,Promising
166021,92,0.15,15509.83,1,1,1,111,At Risk
556775,92,0.21,15509.97,1,2,1,121,At Risk
556867,92,0.21,15509.97,1,2,1,121,At Risk
556895,92,0.21,15509.97,1,2,1,121,At Risk
556964,92,0.21,15509.97,1,2,1,121,At Risk
556993,92,0.21,15509.97,1,2,1,121,At Risk
557024,92,0.21,15509.97,1,2,1,121,At Risk
557056,92,0.21,15509.97,1,2,1,121,At Risk
557146,92,0.21,15509.97,1,2,1,121,At Risk
557185,92,0.21,15509.97,1,2,1,121,At Risk
557257,92,0.21,15509.97,1,2,1,121,At Risk
557436,92,0.21,15509.97,1,2,1,121,At Risk
557486,92,0.21,15509.97,1,2,1,121,At Risk
557501,92,0.21,15509.97,1,2,1,121,At Risk
557526,92,0.21,15509.97,1,2,1,121,At Risk
556710,31,0.21,15509.97,3,2,1,321,Promising
556711,31,0.21,15509.97,3,2,1,321,Promising
556738,31,0.21,15509.97,3,2,1,321,Promising
556758,31,0.21,15509.97,3,2,1,321,Promising
556790,31,0.21,15509.97,3,2,1,321,Promising
556817,31,0.21,15509.97,3,2,1,321,Promising
556891,31,0.21,15509.97,3,2,1,321,Promising
556947,31,0.21,15509.97,3,2,1,321,Promising
556979,31,0.21,15509.97,3,2,1,321,Promising
557007,31,0.21,15509.97,3,2,1,321,Promising
557140,31,0.21,15509.97,3,2,1,321,Promising
