customerid,Recency,Frequency,Monetary,R,F,M,RFM,Segment
546204,92,0.21,15387.77,1,2,1,121,At Risk
546244,92,0.21,15387.77,1,2,1,121,At Risk
545477,31,0.21,15387.77,3,2,1,321,Promising
545478,31,0.21,15387.77,3,2,1,321,Promising
545537,31,0.21,15387.77,3,2,1,321,Promising
545565,31,0.21,15387.77,3,2,1,321,Promising
545676,31,0.21,15387.77,3,2,1,321,Promising
545708,31,0.21,15387.77,3,2,1,321,Promising
545778,31,0.21,15387.77,3,2,1,321,Promising
545847,31,0.21,15387.77,3,2,1,321,Promising
545965,31,0.21,15387.77,3,2,1,321,Promising
546005,31,0.21,15387.77,3,2,1,321,Promising
546034,31,0.21,15387.77,3,2,1,321,Promising
546043,31,0.21,15387.77,3,2,1,321,Promising
546066,31,0.21,15387.77,3,2,1,321,Promising
546073,31,0.21,15387.77,3,2,1,321,Promising
546102,31,0.21,15387.77,3,2,1,321,Promising
546116,31,0.21,15387.77,3,2,1,321,Promising
546134,31,0.21,15387.77,3,2,1,321,Promising
546233,31,0.21,15387.77,3,2,1,321,Promising
393635,62,0.18,15389.35,2,1,1,211,At Risk
393722,62,0.18,15389.35,2,1,1,211,At Risk
393727,62,0.18,15389.35,2,1,1,211,At Risk
394117,62,0.18,15389.35,2,1,1,211,At Risk
393685,31,0.18,15389.35,3,1,1,311,Promising
393899,31,0.18,15389.35,3,1,1,311,Promising
393930,31,0.18,15389.35,3,1,1,311,Promising
394061,31,0.18,15389.35,3,1,1,311,Promising
393590,92,0.18,15389.35,1,1,1,111,At Risk
393780,92,0.18,15389.35,1,1,1,111,At Risk
393970,92,0.18,15389.35,1,1,1,111,At Risk
393980,92,0.18,15389.35,1,1,1,111,At Risk
288907,62,0.16,15390.6,2,1,1,211,At Risk
289052,62,0.16,15390.6,2,1,1,211,At Risk
288921,92,0.16,15390.6,1,1,1,111,At Risk
157065,31,0.15,15391.61,3,1,1,311,Promising
157432,31,0.15,15391.61,3,1,1,311,Promising
157441,31,0.15,15391.61,3,1,1,311,Promising
157479,31,0.15,15391.61,3,1,1,311,Promising
157493,31,0.15,15391.61,3,1,1,311,Promising
157124,92,0.15,15391.61,1,1,1,111,At Risk
157500,92,0.15,15391.61,1,1,1,111,At Risk
157438,62,0.15,15391.61,2,1,1,211,At Risk
157516,62,0.15,15391.61,2,1,1,211,At Risk
664745,62,0.22,15391.72,2,2,1,221,At Risk
664810,62,0.22,15391.72,2,2,1,221,At Risk
664935,62,0.22,15391.72,2,2,1,221,At Risk
465655,62,0.19,15392.61,2,2,1,221,At Risk
329139,62,0.17,15393.56,2,1,1,211,At Risk
784077,31,0.24,15395.91,3,3,1,331,Potential Loyalists
546293,62,0.21,15396.62,2,2,1,221,At Risk
546299,62,0.21,15396.62,2,2,1,221,At Risk
546436,62,0.21,15396.62,2,2,1,221,At Risk
546456,62,0.21,15396.62,2,2,1,221,At Risk
546460,62,0.21,15396.62,2,2,1,221,At Risk
546465,62,0.21,15396.62,2,2,1,221,At Risk
546479,62,0.21,15396.62,2,2,1,221,At Risk
546500,62,0.21,15396.62,2,2,1,221,At Risk
546506,62,0.21,15396.62,2,2,1,221,At Risk
546567,62,0.21,15396.62,2,2,1,221,At Risk
546576,62,0.21,15396.62,2,2,1,221,At Risk
546617,62,0.21,15396.62,2,2,1,221,At Risk
546636,62,0.21,15396.62,2,2,1,221,At Risk
546674,62,0.21,15396.62,2,2,1,221,At Risk
546747,62,0.21,15396.62,2,2,1,221,At Risk
546886,62,0.21,15396.62,2,2,1,221,At Risk
546911,62,0.21,15396.62,2,2,1,221,At Risk
546915,62,0.21,15396.62,2,2,1,221,At Risk
546947,62,0.21,15396.62,2,2,1,221,At Risk
546978,62,0.21,15396.62,2,2,1,221,At Risk
547025,62,0.21,15396.62,2,2,1,221,At Risk
546294,92,0.21,15396.62,1,2,1,121,At Risk
546301,92,0.21,15396.62,1,2,1,121,At Risk
546314,92,0.21,15396.62,1,2,1,121,At Risk
546373,92,0.21,15396.62,1,2,1,121,At Risk
546380,92,0.21,15396.62,1,2,1,121,At Risk
546528,92,0.21,15396.62,1,2,1,121,At Risk
546578,92,0.21,15396.62,1,2,1,121,At Risk
546610,92,0.21,15396.62,1,2,1,121,At Risk
546680,92,0.21,15396.62,1,2,1,121,At Risk
546708,92,0.21,15396.62,1,2,1,121,At Risk
546718,92,0.21,15396.62,1,2,1,121,At Risk
546829,92,0.21,15396.62,1,2,1,121,At Risk
546851,92,0.21,15396.62,1,2,1,121,At Risk
546888,92,0.21,15396.62,1,2,1,121,At Risk
546917,92,0.21,15396.62,1,2,1,121,At Risk
547019,92,0.21,15396.62,1,2,1,121,At Risk
547046,92,0.21,15396.62,1,2,1,121,At Risk
546334,31,0.21,15396.62,3,2,1,321,Promising
546403,31,0.21,15396.62,3,2,1,321,Promising
546441,31,0.21,15396.62,3,2,1,321,Promising
546658,31,0.21,15396.62,3,2,1,321,Promising
546672,31,0.21,15396.62,3,2,1,321,Promising
546710,31,0.21,15396.62,3,2,1,321,Promising
546812,31,0.21,15396.62,3,2,1,321,Promising
546839,31,0.21,15396.62,3,2,1,321,Promising
546868,31,0.21,15396.62,3,2,1,321,Promising
546989,31,0.21,15396.62,3,2,1,321,Promising
547007,31,0.21,15396.62,3,2,1,321,Promising
547058,31,0.21,15396.62,3,2,1,321,Promising
547067,31,0.21,15396.62,3,2,1,321,Promising
547098,31,0.21,15396.62,3,2,1,321,Promising
394274,62,0.18,15397.16,2,1,1,211,At Risk
394533,62,0.18,15397.16,2,1,1,211,At Risk
394572,62,0.18,15397.16,2,1,1,211,At Risk
394189,92,0.18,15397.16,1,1,1,111,At Risk
394235,92,0.18,15397.16,1,1,1,111,At Risk
394356,92,0.18,15397.16,1,1,1,111,At Risk
394398,92,0.18,15397.16,1,1,1,111,At Risk
394438,92,0.18,15397.16,1,1,1,111,At Risk
394448,92,0.18,15397.16,1,1,1,111,At Risk
394477,92,0.18,15397.16,1,1,1,111,At Risk
394546,92,0.18,15397.16,1,1,1,111,At Risk
394653,92,0.18,15397.16,1,1,1,111,At Risk
394732,92,0.18,15397.16,1,1,1,111,At Risk
289703,62,0.16,15397.33,2,1,1,211,At Risk
289814,62,0.16,15397.33,2,1,1,211,At Risk
289745,31,0.16,15397.33,3,1,1,311,Promising
289903,31,0.16,15397.33,3,1,1,311,Promising
157689,92,0.15,15397.7,1,1,1,111,At Risk
157695,92,0.15,15397.7,1,1,1,111,At Risk
665056,92,0.22,15400.86,1,2,1,121,At Risk
329758,92,0.17,15400.94,1,1,1,111,At Risk
157976,92,0.15,15404.03,1,1,1,111,At Risk
158158,92,0.15,15404.03,1,1,1,111,At Risk
158089,62,0.15,15404.03,2,1,1,211,At Risk
290092,92,0.16,15404.32,1,1,1,111,At Risk
290103,92,0.16,15404.32,1,1,1,111,At Risk
290174,92,0.16,15404.32,1,1,1,111,At Risk
394922,62,0.18,15404.69,2,1,1,211,At Risk
395256,62,0.18,15404.69,2,1,1,211,At Risk
394747,31,0.18,15404.69,3,1,1,311,Promising
394996,31,0.18,15404.69,3,1,1,311,Promising
395182,31,0.18,15404.69,3,1,1,311,Promising
394883,92,0.18,15404.69,1,1,1,111,At Risk
394991,92,0.18,15404.69,1,1,1,111,At Risk
395050,92,0.18,15404.69,1,1,1,111,At Risk
395146,92,0.18,15404.69,1,1,1,111,At Risk
395204,92,0.18,15404.69,1,1,1,111,At Risk
395278,92,0.18,15404.69,1,1,1,111,At Risk
547123,62,0.21,15405.16,2,2,1,221,At Risk
547215,62,0.21,15405.16,2,2,1,221,At Risk
547223,62,0.21,15405.16,2,2,1,221,At Risk
547284,62,0.21,15405.16,2,2,1,221,At Risk
547313,62,0.21,15405.16,2,2,1,221,At Risk
547331,62,0.21,15405.16,2,2,1,221,At Risk
547392,62,0.21,15405.16,2,2,1,221,At Risk
547471,62,0.21,15405.16,2,2,1,221,At Risk
547480,62,0.21,15405.16,2,2,1,221,At Risk
547502,62,0.21,15405.16,2,2,1,221,At Risk
547503,62,0.21,15405.16,2,2,1,221,At Risk
547553,62,0.21,15405.16,2,2,1,221,At Risk
547591,62,0.21,15405.16,2,2,1,221,At Risk
547613,62,0.21,15405.16,2,2,1,221,At Risk
547790,62,0.21,15405.16,2,2,1,221,At Risk
547802,62,0.21,15405.16,2,2,1,221,At Risk
547881,62,0.21,15405.16,2,2,1,221,At Risk
547888,62,0.21,15405.16,2,2,1,221,At Risk
547157,92,0.21,15405.16,1,2,1,121,At Risk
547246,92,0.21,15405.16,1,2,1,121,At Risk
547265,92,0.21,15405.16,1,2,1,121,At Risk
547301,92,0.21,15405.16,1,2,1,121,At Risk
547333,92,0.21,15405.16,1,2,1,121,At Risk
547500,92,0.21,15405.16,1,2,1,121,At Risk
547543,92,0.21,15405.16,1,2,1,121,At Risk
547713,92,0.21,15405.16,1,2,1,121,At Risk
547754,92,0.21,15405.16,1,2,1,121,At Risk
547761,92,0.21,15405.16,1,2,1,121,At Risk
547783,92,0.21,15405.16,1,2,1,121,At Risk
547843,92,0.21,15405.16,1,2,1,121,At Risk
547871,92,0.21,15405.16,1,2,1,121,At Risk
547922,92,0.21,15405.16,1,2,1,121,At Risk
547923,92,0.21,15405.16,1,2,1,121,At Risk
547169,31,0.21,15405.16,3,2,1,321,Promising
547187,31,0.21,15405.16,3,2,1,321,Promising
547197,31,0.21,15405.16,3,2,1,321,Promising
547201,31,0.21,15405.16,3,2,1,321,Promising
547219,31,0.21,15405.16,3,2,1,321,Promising
547330,31,0.21,15405.16,3,2,1,321,Promising
547354,31,0.21,15405.16,3,2,1,321,Promising
547427,31,0.21,15405.16,3,2,1,321,Promising
547433,31,0.21,15405.16,3,2,1,321,Promising
547437,31,0.21,15405.16,3,2,1,321,Promising
547469,31,0.21,15405.16,3,2,1,321,Promising
547525,31,0.21,15405.16,3,2,1,321,Promising
547563,31,0.21,15405.16,3,2,1,321,Promising
547673,31,0.21,15405.16,3,2,1,321,Promising
547724,31,0.21,15405.16,3,2,1,321,Promising
547743,31,0.21,15405.16,3,2,1,321,Promising
547775,31,0.21,15405.16,3,2,1,321,Promising
547822,31,0.21,15405.16,3,2,1,321,Promising
547835,31,0.21,15405.16,3,2,1,321,Promising
547905,31,0.21,15405.16,3,2,1,321,Promising
547945,31,0.21,15405.16,3,2,1,321,Promising
786803,92,0.24,15405.76,1,3,1,131,Need Attention
158432,92,0.15,15410.13,1,1,1,111,At Risk
158691,92,0.15,15410.13,1,1,1,111,At Risk
158695,92,0.15,15410.13,1,1,1,111,At Risk
158540,62,0.15,15410.13,2,1,1,211,At Risk
158632,62,0.15,15410.13,2,1,1,211,At Risk
158740,62,0.15,15410.13,2,1,1,211,At Risk
236389,92,0.16,15410.49,1,1,1,111,At Risk
290428,62,0.16,15411.07,2,1,1,211,At Risk
290360,92,0.16,15411.07,1,1,1,111,At Risk
290537,92,0.16,15411.07,1,1,1,111,At Risk
290352,31,0.16,15411.07,3,1,1,311,Promising
290413,31,0.16,15411.07,3,1,1,311,Promising
596846,30,0.21,15411.29,4,2,1,421,Promising
936435,31,0.26,15411.49,3,4,1,341,Potential Loyalists
846678,89,0.24,15412.09,2,3,1,231,Need Attention
395381,31,0.18,15412.23,3,1,1,311,Promising
395441,31,0.18,15412.23,3,1,1,311,Promising
395589,31,0.18,15412.23,3,1,1,311,Promising
395380,92,0.18,15412.23,1,1,1,111,At Risk
395421,92,0.18,15412.23,1,1,1,111,At Risk
395422,92,0.18,15412.23,1,1,1,111,At Risk
395491,92,0.18,15412.23,1,1,1,111,At Risk
395537,92,0.18,15412.23,1,1,1,111,At Risk
395541,92,0.18,15412.23,1,1,1,111,At Risk
547978,62,0.21,15413.7,2,2,1,221,At Risk
548036,62,0.21,15413.7,2,2,1,221,At Risk
548049,62,0.21,15413.7,2,2,1,221,At Risk
548068,62,0.21,15413.7,2,2,1,221,At Risk
548169,62,0.21,15413.7,2,2,1,221,At Risk
548268,62,0.21,15413.7,2,2,1,221,At Risk
548337,62,0.21,15413.7,2,2,1,221,At Risk
548444,62,0.21,15413.7,2,2,1,221,At Risk
548484,62,0.21,15413.7,2,2,1,221,At Risk
548681,62,0.21,15413.7,2,2,1,221,At Risk
548034,92,0.21,15413.7,1,2,1,121,At Risk
548080,92,0.21,15413.7,1,2,1,121,At Risk
548117,92,0.21,15413.7,1,2,1,121,At Risk
548238,92,0.21,15413.7,1,2,1,121,At Risk
548299,92,0.21,15413.7,1,2,1,121,At Risk
548423,92,0.21,15413.7,1,2,1,121,At Risk
548491,92,0.21,15413.7,1,2,1,121,At Risk
548536,92,0.21,15413.7,1,2,1,121,At Risk
548595,92,0.21,15413.7,1,2,1,121,At Risk
548605,92,0.21,15413.7,1,2,1,121,At Risk
548606,92,0.21,15413.7,1,2,1,121,At Risk
548656,92,0.21,15413.7,1,2,1,121,At Risk
548675,92,0.21,15413.7,1,2,1,121,At Risk
548685,92,0.21,15413.7,1,2,1,121,At Risk
547970,31,0.21,15413.7,3,2,1,321,Promising
548031,31,0.21,15413.7,3,2,1,321,Promising
548071,31,0.21,15413.7,3,2,1,321,Promising
548086,31,0.21,15413.7,3,2,1,321,Promising
548167,31,0.21,15413.7,3,2,1,321,Promising
548200,31,0.21,15413.7,3,2,1,321,Promising
548211,31,0.21,15413.7,3,2,1,321,Promising
548221,31,0.21,15413.7,3,2,1,321,Promising
548300,31,0.21,15413.7,3,2,1,321,Promising
548335,31,0.21,15413.7,3,2,1,321,Promising
548410,31,0.21,15413.7,3,2,1,321,Promising
548518,31,0.21,15413.7,3,2,1,321,Promising
548569,31,0.21,15413.7,3,2,1,321,Promising
548603,31,0.21,15413.7,3,2,1,321,Promising
548620,31,0.21,15413.7,3,2,1,321,Promising
548676,31,0.21,15413.7,3,2,1,321,Promising
225456,92,0.15,15413.78,1,1,1,111,At Risk
225287,62,0.15,15413.78,2,1,1,211,At Risk
330418,62,0.17,15415.18,2,1,1,211,At Risk
330690,92,0.17,15415.18,1,1,1,111,At Risk
158845,31,0.15,15416.24,3,1,1,311,Promising
158871,92,0.15,15416.24,1,1,1,111,At Risk
159119,62,0.15,15416.24,2,1,1,211,At Risk
159128,62,0.15,15416.24,2,1,1,211,At Risk
467288,31,0.19,15417.23,3,2,1,321,Promising
467507,31,0.19,15417.23,3,2,1,321,Promising
290607,92,0.16,15418.07,1,1,1,111,At Risk
290874,92,0.16,15418.07,1,1,1,111,At Risk
290580,31,0.16,15418.07,3,1,1,311,Promising
290678,31,0.16,15418.07,3,1,1,311,Promising
290845,31,0.16,15418.07,3,1,1,311,Promising
290886,31,0.16,15418.07,3,1,1,311,Promising
395664,62,0.18,15420.06,2,1,1,211,At Risk
395683,62,0.18,15420.06,2,1,1,211,At Risk
396053,62,0.18,15420.06,2,1,1,211,At Risk
396122,62,0.18,15420.06,2,1,1,211,At Risk
396165,62,0.18,15420.06,2,1,1,211,At Risk
395650,31,0.18,15420.06,3,1,1,311,Promising
395739,31,0.18,15420.06,3,1,1,311,Promising
395829,31,0.18,15420.06,3,1,1,311,Promising
395756,92,0.18,15420.06,1,1,1,111,At Risk
548732,62,0.21,15422.58,2,2,1,221,At Risk
548896,62,0.21,15422.58,2,2,1,221,At Risk
549011,62,0.21,15422.58,2,2,1,221,At Risk
549029,62,0.21,15422.58,2,2,1,221,At Risk
549130,62,0.21,15422.58,2,2,1,221,At Risk
159762,31,0.15,15422.58,3,1,1,311,Promising
159280,92,0.15,15422.58,1,1,1,111,At Risk
159293,92,0.15,15422.58,1,1,1,111,At Risk
159277,62,0.15,15422.58,2,1,1,211,At Risk
159396,62,0.15,15422.58,2,1,1,211,At Risk
159586,62,0.15,15422.58,2,1,1,211,At Risk
548694,92,0.21,15422.58,1,2,1,121,At Risk
548717,92,0.21,15422.58,1,2,1,121,At Risk
548721,92,0.21,15422.58,1,2,1,121,At Risk
548753,92,0.21,15422.58,1,2,1,121,At Risk
548791,92,0.21,15422.58,1,2,1,121,At Risk
548795,92,0.21,15422.58,1,2,1,121,At Risk
548805,92,0.21,15422.58,1,2,1,121,At Risk
548870,92,0.21,15422.58,1,2,1,121,At Risk
548952,92,0.21,15422.58,1,2,1,121,At Risk
549083,92,0.21,15422.58,1,2,1,121,At Risk
549110,92,0.21,15422.58,1,2,1,121,At Risk
548847,31,0.21,15422.58,3,2,1,321,Promising
548853,31,0.21,15422.58,3,2,1,321,Promising
548906,31,0.21,15422.58,3,2,1,321,Promising
548945,31,0.21,15422.58,3,2,1,321,Promising
548955,31,0.21,15422.58,3,2,1,321,Promising
549100,31,0.21,15422.58,3,2,1,321,Promising
549111,31,0.21,15422.58,3,2,1,321,Promising
549132,31,0.21,15422.58,3,2,1,321,Promising
549053,31,0.41,15422.58,3,4,1,341,Potential Loyalists
290980,62,0.16,15424.83,2,1,1,211,At Risk
290986,92,0.16,15424.83,1,1,1,111,At Risk
291017,92,0.16,15424.83,1,1,1,111,At Risk
291175,92,0.16,15424.83,1,1,1,111,At Risk
291205,31,0.16,15424.83,3,1,1,311,Promising
226492,92,0.15,15426.86,1,1,1,111,At Risk
396230,62,0.18,15427.62,2,1,1,211,At Risk
396280,62,0.18,15427.62,2,1,1,211,At Risk
396698,62,0.18,15427.62,2,1,1,211,At Risk
396358,31,0.18,15427.62,3,1,1,311,Promising
396584,31,0.18,15427.62,3,1,1,311,Promising
396763,31,0.18,15427.62,3,1,1,311,Promising
396283,92,0.18,15427.62,1,1,1,111,At Risk
396296,92,0.18,15427.62,1,1,1,111,At Risk
396615,92,0.18,15427.62,1,1,1,111,At Risk
396662,92,0.18,15427.62,1,1,1,111,At Risk
396752,92,0.18,15427.62,1,1,1,111,At Risk
159935,31,0.15,15428.7,3,1,1,311,Promising
160137,31,0.15,15428.7,3,1,1,311,Promising
159906,92,0.15,15428.7,1,1,1,111,At Risk
160199,92,0.15,15428.7,1,1,1,111,At Risk
549158,62,0.21,15431.15,2,2,1,221,At Risk
549168,62,0.21,15431.15,2,2,1,221,At Risk
549298,62,0.21,15431.15,2,2,1,221,At Risk
549320,62,0.21,15431.15,2,2,1,221,At Risk
549456,62,0.21,15431.15,2,2,1,221,At Risk
549567,62,0.21,15431.15,2,2,1,221,At Risk
549588,62,0.21,15431.15,2,2,1,221,At Risk
549626,62,0.21,15431.15,2,2,1,221,At Risk
549667,62,0.21,15431.15,2,2,1,221,At Risk
549743,62,0.21,15431.15,2,2,1,221,At Risk
549757,62,0.21,15431.15,2,2,1,221,At Risk
549816,62,0.21,15431.15,2,2,1,221,At Risk
549826,62,0.21,15431.15,2,2,1,221,At Risk
549866,62,0.21,15431.15,2,2,1,221,At Risk
550002,62,0.21,15431.15,2,2,1,221,At Risk
549271,92,0.21,15431.15,1,2,1,121,At Risk
549292,92,0.21,15431.15,1,2,1,121,At Risk
549310,92,0.21,15431.15,1,2,1,121,At Risk
549339,92,0.21,15431.15,1,2,1,121,At Risk
549357,92,0.21,15431.15,1,2,1,121,At Risk
549402,92,0.21,15431.15,1,2,1,121,At Risk
549468,92,0.21,15431.15,1,2,1,121,At Risk
549490,92,0.21,15431.15,1,2,1,121,At Risk
549604,92,0.21,15431.15,1,2,1,121,At Risk
549616,92,0.21,15431.15,1,2,1,121,At Risk
549652,92,0.21,15431.15,1,2,1,121,At Risk
549727,92,0.21,15431.15,1,2,1,121,At Risk
549768,92,0.21,15431.15,1,2,1,121,At Risk
549806,92,0.21,15431.15,1,2,1,121,At Risk
549856,92,0.21,15431.15,1,2,1,121,At Risk
549857,92,0.21,15431.15,1,2,1,121,At Risk
549879,92,0.21,15431.15,1,2,1,121,At Risk
549929,92,0.21,15431.15,1,2,1,121,At Risk
550026,92,0.21,15431.15,1,2,1,121,At Risk
549330,31,0.21,15431.15,3,2,1,321,Promising
549441,31,0.21,15431.15,3,2,1,321,Promising
549511,31,0.21,15431.15,3,2,1,321,Promising
549541,31,0.21,15431.15,3,2,1,321,Promising
549570,31,0.21,15431.15,3,2,1,321,Promising
549580,31,0.21,15431.15,3,2,1,321,Promising
549584,31,0.21,15431.15,3,2,1,321,Promising
549590,31,0.21,15431.15,3,2,1,321,Promising
549779,31,0.21,15431.15,3,2,1,321,Promising
549789,31,0.21,15431.15,3,2,1,321,Promising
549959,31,0.21,15431.15,3,2,1,321,Promising
549979,31,0.21,15431.15,3,2,1,321,Promising
549998,31,0.21,15431.15,3,2,1,321,Promising
550009,31,0.21,15431.15,3,2,1,321,Promising
550016,31,0.21,15431.15,3,2,1,321,Promising
291412,92,0.16,15431.6,1,1,1,111,At Risk
291501,92,0.16,15431.6,1,1,1,111,At Risk
468638,31,0.19,15433.29,3,2,1,321,Promising
468967,62,0.19,15433.29,2,2,1,221,At Risk
160332,92,0.15,15435.05,1,1,1,111,At Risk
396873,62,0.18,15435.46,2,1,1,211,At Risk
397026,62,0.18,15435.46,2,1,1,211,At Risk
397296,62,0.18,15435.46,2,1,1,211,At Risk
397021,31,0.18,15435.46,3,1,1,311,Promising
397321,31,0.18,15435.46,3,1,1,311,Promising
397332,31,0.18,15435.46,3,1,1,311,Promising
397089,92,0.18,15435.46,1,1,1,111,At Risk
397367,92,0.18,15435.46,1,1,1,111,At Risk
791867,31,0.24,15435.76,3,3,1,331,Potential Loyalists
599351,31,0.21,15438.17,3,2,1,321,Promising
292067,92,0.16,15438.62,1,1,1,111,At Risk
292077,92,0.16,15438.62,1,1,1,111,At Risk
291939,31,0.16,15438.62,3,1,1,311,Promising
550085,62,0.21,15440.04,2,2,1,221,At Risk
550103,62,0.21,15440.04,2,2,1,221,At Risk
550113,62,0.21,15440.04,2,2,1,221,At Risk
550422,62,0.21,15440.04,2,2,1,221,At Risk
550455,62,0.21,15440.04,2,2,1,221,At Risk
550461,62,0.21,15440.04,2,2,1,221,At Risk
550562,62,0.21,15440.04,2,2,1,221,At Risk
550612,62,0.21,15440.04,2,2,1,221,At Risk
550659,62,0.21,15440.04,2,2,1,221,At Risk
550660,62,0.21,15440.04,2,2,1,221,At Risk
550850,62,0.21,15440.04,2,2,1,221,At Risk
550098,92,0.21,15440.04,1,2,1,121,At Risk
550106,92,0.21,15440.04,1,2,1,121,At Risk
550295,92,0.21,15440.04,1,2,1,121,At Risk
550316,92,0.21,15440.04,1,2,1,121,At Risk
550366,92,0.21,15440.04,1,2,1,121,At Risk
550381,92,0.21,15440.04,1,2,1,121,At Risk
550385,92,0.21,15440.04,1,2,1,121,At Risk
550406,92,0.21,15440.04,1,2,1,121,At Risk
550435,92,0.21,15440.04,1,2,1,121,At Risk
550473,92,0.21,15440.04,1,2,1,121,At Risk
550564,92,0.21,15440.04,1,2,1,121,At Risk
550588,92,0.21,15440.04,1,2,1,121,At Risk
550603,92,0.21,15440.04,1,2,1,121,At Risk
550622,92,0.21,15440.04,1,2,1,121,At Risk
550634,92,0.21,15440.04,1,2,1,121,At Risk
550663,92,0.21,15440.04,1,2,1,121,At Risk
550733,92,0.21,15440.04,1,2,1,121,At Risk
550821,92,0.21,15440.04,1,2,1,121,At Risk
550881,92,0.21,15440.04,1,2,1,121,At Risk
550067,31,0.21,15440.04,3,2,1,321,Promising
550177,31,0.21,15440.04,3,2,1,321,Promising
550256,31,0.21,15440.04,3,2,1,321,Promising
550285,31,0.21,15440.04,3,2,1,321,Promising
550302,31,0.21,15440.04,3,2,1,321,Promising
550614,31,0.21,15440.04,3,2,1,321,Promising
550701,31,0.21,15440.04,3,2,1,321,Promising
550711,31,0.21,15440.04,3,2,1,321,Promising
550775,31,0.21,15440.04,3,2,1,321,Promising
550803,31,0.21,15440.04,3,2,1,321,Promising
160958,92,0.15,15441.18,1,1,1,111,At Risk
397494,62,0.18,15443.03,2,1,1,211,At Risk
397498,62,0.18,15443.03,2,1,1,211,At Risk
397526,62,0.18,15443.03,2,1,1,211,At Risk
397902,62,0.18,15443.03,2,1,1,211,At Risk
397931,62,0.18,15443.03,2,1,1,211,At Risk
397994,62,0.18,15443.03,2,1,1,211,At Risk
397497,31,0.18,15443.03,3,1,1,311,Promising
397669,31,0.18,15443.03,3,1,1,311,Promising
397805,31,0.18,15443.03,3,1,1,311,Promising
398064,31,0.18,15443.03,3,1,1,311,Promising
397511,92,0.18,15443.03,1,1,1,111,At Risk
397535,92,0.18,15443.03,1,1,1,111,At Risk
397654,92,0.18,15443.03,1,1,1,111,At Risk
397668,92,0.18,15443.03,1,1,1,111,At Risk
397686,92,0.18,15443.03,1,1,1,111,At Risk
397725,92,0.18,15443.03,1,1,1,111,At Risk
397776,92,0.18,15443.03,1,1,1,111,At Risk
397886,92,0.18,15443.03,1,1,1,111,At Risk
397905,92,0.18,15443.03,1,1,1,111,At Risk
397965,92,0.18,15443.03,1,1,1,111,At Risk
398044,92,0.18,15443.03,1,1,1,111,At Risk
940232,92,0.26,15444.41,1,4,1,141,Need Attention
292278,92,0.16,15445.4,1,1,1,111,At Risk
793401,92,0.24,15446.03,1,3,1,131,Need Attention
161107,31,0.15,15447.31,3,1,1,311,Promising
161117,31,0.15,15447.31,3,1,1,311,Promising
160983,92,0.15,15447.31,1,1,1,111,At Risk
161325,92,0.15,15447.31,1,1,1,111,At Risk
160987,62,0.15,15447.31,2,1,1,211,At Risk
665093,31,0.22,15447.42,3,2,1,321,Promising
550932,92,0.21,15448.63,1,2,1,121,At Risk
551029,92,0.21,15448.63,1,2,1,121,At Risk
551075,92,0.21,15448.63,1,2,1,121,At Risk
551150,92,0.21,15448.63,1,2,1,121,At Risk
551161,92,0.21,15448.63,1,2,1,121,At Risk
551162,92,0.21,15448.63,1,2,1,121,At Risk
551211,92,0.21,15448.63,1,2,1,121,At Risk
551219,92,0.21,15448.63,1,2,1,121,At Risk
551298,92,0.21,15448.63,1,2,1,121,At Risk
551386,92,0.21,15448.63,1,2,1,121,At Risk
551409,92,0.21,15448.63,1,2,1,121,At Risk
551506,92,0.21,15448.63,1,2,1,121,At Risk
551511,92,0.21,15448.63,1,2,1,121,At Risk
551531,92,0.21,15448.63,1,2,1,121,At Risk
551556,92,0.21,15448.63,1,2,1,121,At Risk
551645,92,0.21,15448.63,1,2,1,121,At Risk
551649,92,0.21,15448.63,1,2,1,121,At Risk
551658,92,0.21,15448.63,1,2,1,121,At Risk
551714,92,0.21,15448.63,1,2,1,121,At Risk
551003,31,0.21,15448.63,3,2,1,321,Promising
551090,31,0.21,15448.63,3,2,1,321,Promising
551209,31,0.21,15448.63,3,2,1,321,Promising
551274,31,0.21,15448.63,3,2,1,321,Promising
551281,31,0.21,15448.63,3,2,1,321,Promising
551291,31,0.21,15448.63,3,2,1,321,Promising
551359,31,0.21,15448.63,3,2,1,321,Promising
551369,31,0.21,15448.63,3,2,1,321,Promising
551388,31,0.21,15448.63,3,2,1,321,Promising
551428,31,0.21,15448.63,3,2,1,321,Promising
551457,31,0.21,15448.63,3,2,1,321,Promising
551470,31,0.21,15448.63,3,2,1,321,Promising
551479,31,0.21,15448.63,3,2,1,321,Promising
551656,31,0.21,15448.63,3,2,1,321,Promising
551735,31,0.21,15448.63,3,2,1,321,Promising
550890,62,0.21,15448.63,2,2,1,221,At Risk
550948,62,0.21,15448.63,2,2,1,221,At Risk
550957,62,0.21,15448.63,2,2,1,221,At Risk
550969,62,0.21,15448.63,2,2,1,221,At Risk
551045,62,0.21,15448.63,2,2,1,221,At Risk
551058,62,0.21,15448.63,2,2,1,221,At Risk
551059,62,0.21,15448.63,2,2,1,221,At Risk
551127,62,0.21,15448.63,2,2,1,221,At Risk
551137,62,0.21,15448.63,2,2,1,221,At Risk
551156,62,0.21,15448.63,2,2,1,221,At Risk
551285,62,0.21,15448.63,2,2,1,221,At Risk
551335,62,0.21,15448.63,2,2,1,221,At Risk
551346,62,0.21,15448.63,2,2,1,221,At Risk
551396,62,0.21,15448.63,2,2,1,221,At Risk
